"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
WI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),173,25,10/01/2019,09/30/2020
WI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),192,25,10/01/2019,09/30/2020
WI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),205,25,10/01/2019,09/30/2020
WI,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,41,"25, 26",10/01/2019,09/30/2020
WI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
WI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,72,25,10/01/2019,09/30/2020
WI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,26,01/01/2019,12/31/2019
WI,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,94,,01/01/2019,12/31/2019
WI,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,93,26,01/01/2019,12/31/2019
WI,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,59,"25, 26",10/01/2019,09/30/2020
WI,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
WI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,65,26,10/01/2019,09/30/2020
WI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,89,26,10/01/2019,09/30/2020
WI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,80,26,10/01/2019,09/30/2020
WI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,26,10/01/2019,09/30/2020
WI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,26,10/01/2019,09/30/2020
WV,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,94,,10/01/2019,03/31/2020
WV,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,134,"25, 26",10/01/2019,09/30/2020
WV,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),179,"25, 26",10/01/2019,09/30/2020
WV,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),114,"25, 26",10/01/2019,09/30/2020
WV,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),161,"25, 26",10/01/2019,09/30/2020
WV,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2019,09/30/2020
WV,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,219,25,10/01/2019,09/30/2020
WV,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),264,25,10/01/2019,09/30/2020
WV,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),176,25,10/01/2019,09/30/2020
WV,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),281,25,10/01/2019,09/30/2020
WV,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,10/01/2019,09/30/2020
WV,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,50,"25, 26",10/01/2019,09/30/2020
WV,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2,"25, 26",01/01/2019,12/31/2019
WV,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,58,25,10/01/2019,09/30/2020
WV,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,83,26,01/01/2019,12/31/2019
WV,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
WV,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,65,26,01/01/2019,12/31/2019
WV,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,67,"25, 26",10/01/2019,09/30/2020
WV,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
WV,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58,26,10/01/2019,09/30/2020
WV,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,84,26,10/01/2019,09/30/2020
WV,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,61,26,10/01/2019,09/30/2020
WV,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79,26,10/01/2019,09/30/2020
WV,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91,26,10/01/2019,09/30/2020
WY,Preventive Care,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,95,,10/01/2019,03/31/2020
WY,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,131,"25, 26",10/01/2019,09/30/2020
WY,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2019,09/30/2020
WY,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),127,"25, 26",10/01/2019,09/30/2020
WY,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),144,"25, 26",10/01/2019,09/30/2020
WY,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",10/01/2019,09/30/2020
WY,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,163,25,10/01/2019,09/30/2020
WY,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,10/01/2019,09/30/2020
WY,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),152,25,10/01/2019,09/30/2020
WY,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),163,25,10/01/2019,09/30/2020
WY,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),Not Available,25,10/01/2019,09/30/2020
WY,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,71,"25, 26",10/01/2019,09/30/2020
WY,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1,"25, 26",01/01/2019,12/31/2019
WY,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,66,25,10/01/2019,09/30/2020
WY,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,80,26,01/01/2019,12/31/2019
WY,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2019,12/31/2019
WY,Cancer care,OP_33,Percentage of patients receiving appropriate radiation therapy for cancer that has spread to the bone Higher percentages are better,56,26,01/01/2019,12/31/2019
WY,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,240,"25, 26",10/01/2019,09/30/2020
WY,Pregnancy and Delivery Care,PC_01,"Percent of mothers whose deliveries were scheduled too early (1-2 weeks early), when a scheduled delivery was not medically necessaryLower percentages are better",2,26,10/01/2019,09/30/2020
WY,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,26,10/01/2019,09/30/2020
