State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
VA,VA,2015,December,Percent with drugs specified,98.2035928143712,,100,0.03088326127239,
VA,VA,2016,January,Percent with drugs specified,98.3101391650099,,100,0.02967081016928,
VA,VA,2016,February,Percent with drugs specified,98.4776403425309,,100,0.023439697471638,
VA,VA,2016,March,Percent with drugs specified,98.6449864498645,,100,0.020269743509784,
VA,VA,2016,April,Percent with drugs specified,98.6737400530504,,100,0.017160151009329,
VA,VA,2016,May,Percent with drugs specified,98.7068965517241,,100,0.020186335403727,
VA,VA,2016,June,Percent with drugs specified,98.6509274873524,,100,0.018587360594796,
VA,VA,2016,July,Percent with drugs specified,98.6820428336079,,100,0.015436386650613,
VA,VA,2016,August,Percent with drugs specified,98.6981285598047,,100,0.015429003440668,
VA,VA,2016,September,Percent with drugs specified,98.5714285714286,,100,0.012359793591447,
VA,VA,2016,October,Percent with drugs specified,98.6790986790987,,100,0.01077337437476,
VA,VA,2016,November,Percent with drugs specified,98.8059701492537,,100,0.013802834181952,
VA,VA,2016,December,Percent with drugs specified,98.9675516224189,,100,0.019823116803904,
VA,VA,2017,January,Percent with drugs specified,98.8505747126437,,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Percent with drugs specified,98.5744832501782,,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Percent with drugs specified,98.493543758967,,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Percent with drugs specified,98.365316275764,,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Percent with drugs specified,98.303886925795,,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Percent with drugs specified,98.2492997198879,,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Percent with drugs specified,98.1944444444444,,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Percent with drugs specified,98.2794218857536,,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Percent with drugs specified,98.4700973574409,,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Percent with drugs specified,98.3825597749648,,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Percent with drugs specified,98.4539704848911,,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Percent with drugs specified,98.4879725085911,,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Percent with drugs specified,98.5386221294363,,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Percent with drugs specified,98.8636363636364,,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Psychostimulants with abuse potential (T43.6),43,44,100,0.037846532311477,
VA,VA,2015,February,Psychostimulants with abuse potential (T43.6),41,42,100,0.042256166270189,
VA,VA,2015,March,Psychostimulants with abuse potential (T43.6),43,44,100,0.043672208877936,
VA,VA,2015,April,Psychostimulants with abuse potential (T43.6),46,47,100,0.045079355209774,
VA,VA,2015,May,Psychostimulants with abuse potential (T43.6),45,46,100,0.041923512879835,
VA,VA,2015,June,Psychostimulants with abuse potential (T43.6),44,45,100,0.043441160499573,
VA,VA,2015,July,Psychostimulants with abuse potential (T43.6),44,45,100,0.044943820224719,
VA,VA,2015,August,Psychostimulants with abuse potential (T43.6),47,48,100,0.044719960523069,
VA,VA,2015,September,Psychostimulants with abuse potential (T43.6),47,48,100,0.046132554205751,
VA,VA,2015,October,Psychostimulants with abuse potential (T43.6),48,49,100,0.041432648927355,
VA,VA,2015,November,Psychostimulants with abuse potential (T43.6),47,48,100,0.03533623192859,
VA,VA,2015,December,Psychostimulants with abuse potential (T43.6),45,46,100,0.03088326127239,
VA,VA,2016,January,Psychostimulants with abuse potential (T43.6),45,46,100,0.02967081016928,
VA,VA,2016,February,Psychostimulants with abuse potential (T43.6),48,49,100,0.023439697471638,
VA,VA,2016,March,Psychostimulants with abuse potential (T43.6),46,47,100,0.020269743509784,
VA,VA,2016,April,Psychostimulants with abuse potential (T43.6),46,47,100,0.017160151009329,
VA,VA,2016,May,Psychostimulants with abuse potential (T43.6),55,56,100,0.020186335403727,
VA,VA,2016,June,Psychostimulants with abuse potential (T43.6),60,61,100,0.018587360594796,
VA,VA,2016,July,Psychostimulants with abuse potential (T43.6),62,63,100,0.015436386650613,
VA,VA,2016,August,Psychostimulants with abuse potential (T43.6),60,61,100,0.015429003440668,
VA,VA,2016,September,Psychostimulants with abuse potential (T43.6),60,61,100,0.012359793591447,
VA,VA,2016,October,Psychostimulants with abuse potential (T43.6),61,62,100,0.01077337437476,
VA,VA,2016,November,Psychostimulants with abuse potential (T43.6),67,68,100,0.013802834181952,
VA,VA,2016,December,Psychostimulants with abuse potential (T43.6),68,69,100,0.019823116803904,
VA,VA,2017,January,Psychostimulants with abuse potential (T43.6),69,70,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Psychostimulants with abuse potential (T43.6),77,78,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Psychostimulants with abuse potential (T43.6),84,85,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Psychostimulants with abuse potential (T43.6),83,84,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Psychostimulants with abuse potential (T43.6),79,80,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Psychostimulants with abuse potential (T43.6),78,79,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Psychostimulants with abuse potential (T43.6),81,83,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Psychostimulants with abuse potential (T43.6),90,93,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Psychostimulants with abuse potential (T43.6),91,94,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Psychostimulants with abuse potential (T43.6),94,97,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Psychostimulants with abuse potential (T43.6),94,96,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Psychostimulants with abuse potential (T43.6),101,102,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Psychostimulants with abuse potential (T43.6),106,108,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Psychostimulants with abuse potential (T43.6),97,99,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,"Synthetic opioids, excl. methadone (T40.4)",182,185,100,0.037846532311477,
VA,VA,2015,February,"Synthetic opioids, excl. methadone (T40.4)",192,196,100,0.042256166270189,
VA,VA,2015,March,"Synthetic opioids, excl. methadone (T40.4)",191,195,100,0.043672208877936,
VA,VA,2015,April,"Synthetic opioids, excl. methadone (T40.4)",198,202,100,0.045079355209774,
VA,VA,2015,May,"Synthetic opioids, excl. methadone (T40.4)",206,210,100,0.041923512879835,
VA,VA,2015,June,"Synthetic opioids, excl. methadone (T40.4)",217,221,100,0.043441160499573,
VA,VA,2015,July,"Synthetic opioids, excl. methadone (T40.4)",214,218,100,0.044943820224719,
VA,VA,2015,August,"Synthetic opioids, excl. methadone (T40.4)",209,213,100,0.044719960523069,
VA,VA,2015,September,"Synthetic opioids, excl. methadone (T40.4)",230,234,100,0.046132554205751,
VA,VA,2015,October,"Synthetic opioids, excl. methadone (T40.4)",253,258,100,0.041432648927355,
VA,VA,2015,November,"Synthetic opioids, excl. methadone (T40.4)",256,260,100,0.03533623192859,
VA,VA,2015,December,"Synthetic opioids, excl. methadone (T40.4)",261,265,100,0.03088326127239,
VA,VA,2016,January,"Synthetic opioids, excl. methadone (T40.4)",263,267,100,0.02967081016928,
VA,VA,2016,February,"Synthetic opioids, excl. methadone (T40.4)",309,313,100,0.023439697471638,
VA,VA,2016,March,"Synthetic opioids, excl. methadone (T40.4)",355,360,100,0.020269743509784,
VA,VA,2016,April,"Synthetic opioids, excl. methadone (T40.4)",390,395,100,0.017160151009329,
VA,VA,2016,May,"Synthetic opioids, excl. methadone (T40.4)",417,422,100,0.020186335403727,
VA,VA,2016,June,"Synthetic opioids, excl. methadone (T40.4)",447,453,100,0.018587360594796,
VA,VA,2016,July,"Synthetic opioids, excl. methadone (T40.4)",474,480,100,0.015436386650613,
VA,VA,2016,August,"Synthetic opioids, excl. methadone (T40.4)",514,520,100,0.015429003440668,
VA,VA,2016,September,"Synthetic opioids, excl. methadone (T40.4)",534,540,100,0.012359793591447,
VA,VA,2016,October,"Synthetic opioids, excl. methadone (T40.4)",562,568,100,0.01077337437476,
VA,VA,2016,November,"Synthetic opioids, excl. methadone (T40.4)",610,617,100,0.013802834181952,
VA,VA,2016,December,"Synthetic opioids, excl. methadone (T40.4)",650,658,100,0.019823116803904,
VA,VA,2017,January,"Synthetic opioids, excl. methadone (T40.4)",694,694,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,"Synthetic opioids, excl. methadone (T40.4)",703,706,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,"Synthetic opioids, excl. methadone (T40.4)",696,701,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,"Synthetic opioids, excl. methadone (T40.4)",691,699,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,"Synthetic opioids, excl. methadone (T40.4)",697,708,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,"Synthetic opioids, excl. methadone (T40.4)",712,728,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,"Synthetic opioids, excl. methadone (T40.4)",736,756,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,"Synthetic opioids, excl. methadone (T40.4)",758,776,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,"Synthetic opioids, excl. methadone (T40.4)",765,783,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,"Synthetic opioids, excl. methadone (T40.4)",758,774,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,"Synthetic opioids, excl. methadone (T40.4)",774,786,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,"Synthetic opioids, excl. methadone (T40.4)",797,801,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,"Synthetic opioids, excl. methadone (T40.4)",785,787,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,"Synthetic opioids, excl. methadone (T40.4)",770,776,100,0.040996808105655,Underreported due to incomplete data
VT,VT,2015,January,Cocaine (T40.5),11,12,100,0,
VT,VT,2015,February,Cocaine (T40.5),10,11,100,0,
VT,VT,2015,March,Cocaine (T40.5),9,10,100,0,
VT,VT,2015,April,Cocaine (T40.5),9,10,100,0,
VT,VT,2015,May,Cocaine (T40.5),11,12,100,0,
VT,VT,2015,June,Cocaine (T40.5),12,13,100,0,
VT,VT,2015,July,Cocaine (T40.5),12,13,100,0,
VT,VT,2015,August,Cocaine (T40.5),13,14,100,0,
VT,VT,2015,September,Cocaine (T40.5),14,15,100,0,
VT,VT,2015,October,Cocaine (T40.5),11,12,100,0,
VT,VT,2015,November,Cocaine (T40.5),13,14,100,0,
VT,VT,2015,December,Cocaine (T40.5),12,13,100,0,
VT,VT,2016,January,Cocaine (T40.5),12,13,100,0,
VT,VT,2016,February,Cocaine (T40.5),13,14,100,0,
VT,VT,2016,March,Cocaine (T40.5),12,13,100,0,
VT,VT,2016,April,Cocaine (T40.5),15,16,100,0,
VT,VT,2016,May,Cocaine (T40.5),15,16,100,0,
VT,VT,2016,June,Cocaine (T40.5),15,16,100,0,
VT,VT,2016,July,Cocaine (T40.5),14,15,100,0,
VT,VT,2016,August,Cocaine (T40.5),18,19,100,0,
VT,VT,2016,September,Cocaine (T40.5),22,23,100,0,
VT,VT,2016,October,Cocaine (T40.5),25,26,100,0,
VT,VT,2016,November,Cocaine (T40.5),23,24,100,0,
VT,VT,2016,December,Cocaine (T40.5),22,23,100,0,
VT,VT,2017,January,Cocaine (T40.5),25,26,100,0,Underreported due to incomplete data
VT,VT,2017,February,Cocaine (T40.5),24,25,100,0,Underreported due to incomplete data
VT,VT,2017,March,Cocaine (T40.5),28,29,100,0,Underreported due to incomplete data
VT,VT,2017,April,Cocaine (T40.5),30,32,100,0,Underreported due to incomplete data
VT,VT,2017,May,Cocaine (T40.5),29,31,100,0,Underreported due to incomplete data
VT,VT,2017,June,Cocaine (T40.5),31,33,100,0,Underreported due to incomplete data
VT,VT,2017,July,Cocaine (T40.5),35,37,100,0,Underreported due to incomplete data
VT,VT,2017,August,Cocaine (T40.5),33,35,100,0,Underreported due to incomplete data
VT,VT,2017,September,Cocaine (T40.5),29,30,99.5+,0,Underreported due to incomplete data
VT,VT,2017,October,Cocaine (T40.5),28,29,99.5+,0,Underreported due to incomplete data
VT,VT,2017,November,Cocaine (T40.5),36,38,99.5+,0,Underreported due to incomplete data
VT,VT,2017,December,Cocaine (T40.5),40,42,99.5+,0,Underreported due to incomplete data
VT,VT,2018,January,Cocaine (T40.5),43,45,100,0,Underreported due to incomplete data
VT,VT,2018,February,Cocaine (T40.5),48,50,100,0,Underreported due to incomplete data
VT,VT,2015,January,Heroin (T40.1),31,32,100,0,
VT,VT,2015,February,Heroin (T40.1),27,28,100,0,
VT,VT,2015,March,Heroin (T40.1),29,30,100,0,
VT,VT,2015,April,Heroin (T40.1),31,32,100,0,
VT,VT,2015,May,Heroin (T40.1),32,33,100,0,
VT,VT,2015,June,Heroin (T40.1),31,32,100,0,
VT,VT,2015,July,Heroin (T40.1),33,34,100,0,
VT,VT,2015,August,Heroin (T40.1),35,36,100,0,
VT,VT,2015,September,Heroin (T40.1),35,36,100,0,
VT,VT,2015,October,Heroin (T40.1),31,32,100,0,
VT,VT,2015,November,Heroin (T40.1),32,33,100,0,
VT,VT,2015,December,Heroin (T40.1),31,32,100,0,
VT,VT,2016,January,Heroin (T40.1),32,33,100,0,
VT,VT,2016,February,Heroin (T40.1),35,36,100,0,
VT,VT,2016,March,Heroin (T40.1),35,36,100,0,
VT,VT,2016,April,Heroin (T40.1),36,37,100,0,
VT,VT,2016,May,Heroin (T40.1),38,39,100,0,
VT,VT,2016,June,Heroin (T40.1),38,39,100,0,
VT,VT,2016,July,Heroin (T40.1),37,38,100,0,
VT,VT,2016,August,Heroin (T40.1),40,41,100,0,
VT,VT,2016,September,Heroin (T40.1),44,45,100,0,
VT,VT,2016,October,Heroin (T40.1),49,50,100,0,
VT,VT,2016,November,Heroin (T40.1),48,49,100,0,
VT,VT,2016,December,Heroin (T40.1),50,51,100,0,
VT,VT,2017,January,Heroin (T40.1),51,51,100,0,Underreported due to incomplete data
VT,VT,2017,February,Heroin (T40.1),52,52,100,0,Underreported due to incomplete data
VT,VT,2017,March,Heroin (T40.1),53,53,100,0,Underreported due to incomplete data
VT,VT,2017,April,Heroin (T40.1),52,52,100,0,Underreported due to incomplete data
VT,VT,2017,May,Heroin (T40.1),50,50,100,0,Underreported due to incomplete data
VT,VT,2017,June,Heroin (T40.1),52,52,100,0,Underreported due to incomplete data
VT,VT,2017,July,Heroin (T40.1),53,54,100,0,Underreported due to incomplete data
VT,VT,2017,August,Heroin (T40.1),48,49,100,0,Underreported due to incomplete data
VT,VT,2017,September,Heroin (T40.1),44,45,99.5+,0,Underreported due to incomplete data
VT,VT,2017,October,Heroin (T40.1),39,40,99.5+,0,Underreported due to incomplete data
VT,VT,2017,November,Heroin (T40.1),43,44,99.5+,0,Underreported due to incomplete data
VT,VT,2017,December,Heroin (T40.1),40,40,99.5+,0,Underreported due to incomplete data
VT,VT,2018,January,Heroin (T40.1),40,40,100,0,Underreported due to incomplete data
VT,VT,2018,February,Heroin (T40.1),39,39,100,0,Underreported due to incomplete data
VT,VT,2015,January,Methadone (T40.3),4,4,100,0,
VT,VT,2015,February,Methadone (T40.3),5,5,100,0,
VT,VT,2015,March,Methadone (T40.3),5,5,100,0,
VT,VT,2015,April,Methadone (T40.3),7,7,100,0,
VT,VT,2015,May,Methadone (T40.3),9,9,100,0,
VT,VT,2015,June,Methadone (T40.3),9,9,100,0,
VT,VT,2015,July,Methadone (T40.3),9,9,100,0,
VT,VT,2015,August,Methadone (T40.3),9,9,100,0,
VT,VT,2015,September,Methadone (T40.3),9,9,100,0,
VT,VT,2015,October,Methadone (T40.3),8,8,100,0,
VT,VT,2015,November,Methadone (T40.3),7,7,100,0,
VT,VT,2015,December,Methadone (T40.3),8,8,100,0,
VT,VT,2016,January,Methadone (T40.3),9,9,100,0,
VT,VT,2016,February,Methadone (T40.3),9,9,100,0,
VT,VT,2016,March,Methadone (T40.3),10,10,100,0,
VT,VT,2016,April,Methadone (T40.3),10,10,100,0,
VT,VT,2016,May,Methadone (T40.3),8,8,100,0,
VT,VT,2016,June,Methadone (T40.3),9,9,100,0,
VT,VT,2016,July,Methadone (T40.3),9,9,100,0,
VT,VT,2016,August,Methadone (T40.3),10,10,100,0,
VT,VT,2016,September,Methadone (T40.3),10,10,100,0,
VT,VT,2016,October,Methadone (T40.3),13,13,100,0,
VT,VT,2016,November,Methadone (T40.3),13,13,100,0,
VT,VT,2016,December,Methadone (T40.3),12,12,100,0,
VT,VT,2017,January,Methadone (T40.3),12,12,100,0,Underreported due to incomplete data
VT,VT,2017,February,Methadone (T40.3),13,13,100,0,Underreported due to incomplete data
VT,VT,2017,March,Methadone (T40.3),14,14,100,0,Underreported due to incomplete data
VT,VT,2017,April,Methadone (T40.3),13,13,100,0,Underreported due to incomplete data
VT,VT,2017,May,Methadone (T40.3),13,13,100,0,Underreported due to incomplete data
VT,VT,2017,June,Methadone (T40.3),12,12,100,0,Underreported due to incomplete data
VT,VT,2017,July,Methadone (T40.3),13,14,100,0,Underreported due to incomplete data
VT,VT,2017,August,Methadone (T40.3),13,14,100,0,Underreported due to incomplete data
VT,VT,2017,September,Methadone (T40.3),14,15,99.5+,0,Underreported due to incomplete data
VT,VT,2017,October,Methadone (T40.3),12,13,99.5+,0,Underreported due to incomplete data
VT,VT,2017,November,Methadone (T40.3),14,15,99.5+,0,Underreported due to incomplete data
