Genes	Diseases	Mutations	Chemicals	Species	PMID
EGFR>1956,ALK>238	NSCLC>MESH:D002289,cancer>MESH:D009369,cancer deaths>MESH:D003643,non-small cell lung cancer>MESH:D002289,tumors>MESH:D009369,tumor>MESH:D009369,non-lung cancer>MESH:D008175,cancers>MESH:D009369			patients>9606	25228144
				participants>9606	25225452
	psychiatric>MESH:D001523,mental illness>MESH:D008607,trauma>MESH:D014947			people>9606	25223239
	food fussiness>MESH:D005517,food neophobia>MESH:D005517			persons>9606,Participants>9606	25220435
	dementia>MESH:D003704		angiotensin>MESH:D000809,angiotensin II>MESH:D000804	patients>9606,Patients>9606	25200414
IGF receptor>3480,IGF-R>3480,insulin>3630	small-cell lung cancer>MESH:D055752,Small-cell lung cancer>MESH:D055752,SCLC>MESH:D018288,lung cancer>MESH:D008175,cancer>MESH:D009369,cancers>MESH:D009369			patients>9606	25189625
	obese>MESH:D009765			Patient>9606,women>9606,patients>9606,child>9606	25187296
HER2>2064,c-Met>4233,SPARC>6678	urothelial carcinoma of bladder>MESH:D001749,genitourinary malignancy>MESH:D014565,nonurothelial bladder cancers>MESH:D001749,molecular>MESH:D030342		phosphatidylinositol-4,5-bisphosphate>MESH:C106336,tyrosine>No Data,androgen>MESH:D000728,O(6)-methylguanine>MESH:C008449,ribonucleotide>MESH:D012265,cysteine>MESH:D003545		25178641
	tumour>MESH:D009369			mouse>10090	25174760
EGFR>1956,KRAS>3845,BRAF>673,PIK3CA>5290,NRAS>4893,MEK1>5604,AKT1>207,PTEN>5728,HER2>2064,FGFR1>2260,FGFR2>2263,TP53>7157	malignant pleural mesothelioma>MESH:C562839,tumor>MESH:D009369,VHL>MESH:D006623			patients>9606,PATIENTS>9606,Patients>9606	25174276
	obstructive pulmonary disease>MESH:D008173,chronic disease>MESH:D002908			patients>9606	29764057
				human>9606,person>9606,persons>9606	25164605
CYP3A5>1577,calcineurin inhibitor>23523	kidney disease>MESH:D007674,chronic kidney disease>MESH:D051436,toxicity>MESH:D064420,diabetes>MESH:D003920,especially the chronic kidney disease>MESH:D051436		tacrolimus>MESH:D016559	patients>9606	25162201
	myocardial infarction>MESH:D009203,heart failure>MESH:D006333,pneumonia>MESH:D011014,acute myocardial infarction>MESH:D009203		AMI>MESH:C090894	patients>9606	25160603
	cancer>MESH:D009369,Ongoing cancer>MESH:D009369,genomic abnormalities>MESH:D042822,cancers>MESH:D009369			patients>9606,patient>9606	25157968
	obesity>MESH:D009765			people>9606,patients>9606	25156753
				patients>9606	25154123
jam>50848					25145033
NUMB>8650,numb>8650	prostate cancer>MESH:D011471,Prostate cancer>MESH:D011471,cancers>MESH:D009369,prostate tumours>MESH:D011471			patients>9606	25134838
				patient>9606	25130013
PTEN>5728,mTOR>2475	Osteosarcoma>MESH:D012516,osteosarcoma>MESH:D012516,cancer>MESH:D009369,advanced osteosarcoma whose tumor>MESH:D012516,Oncopath>No Data,tumors>MESH:D009369			Human>9606,patients>9606,human>9606	25126591
EGFR>1956,Notch3>4854,epidermal growth factor receptor>1956,Notch>4854	lung cancer>MESH:D008175,genetic abnormalities>MESH:D030342		erlotinib>MESH:C400278,tyrosine>No Data		25125655
				patient>9606	25123728
				patients>9606,human>9606,humans>9606	25123717
BRCA2>675	tumor>MESH:D009369,hepatobiliary or colorectal cancer>MESH:D015179,cancer>MESH:D009369,gastrointestinal malignancies>MESH:D005767			patients>9606,person>9606	25123297
				environmental samples>33858	25123167
	cancer>MESH:D009369,malignancies>MESH:D009369,papillomavirus infection>MESH:D030361,tumor>MESH:D009369				25122687
KRAS>3845,PTPRD>5789,GRB10>2887,PIK3CA>5290,Insulin like growth factor 1 receptor>3480,IGF1R>3480,RAF>22882,MEK>5609	Ewing's sarcoma>MESH:D012512,desmoplastic small round cell tumors>MESH:D058405,tumors>MESH:D009369,tumor>MESH:D009369		N>MESH:D009584,MET>MESH:C098756	patients>9606,patient>9606	25119929
	Kaposi's sarcoma>MESH:D012514,cancer>MESH:D009369			Kaposi's sarcoma associated herpesvirus>37296,patients>9606,KSHV>37296	25117534
	inherited disorders>MESH:D030342,tumor>MESH:D009369				25111663
	myeloma>MESH:D009101,Multiple myeloma>MESH:D009101,cancer>MESH:D009369			patient>9606,patients>9606	25097176
EGFR>1956	tumors>MESH:D009369,tumor>MESH:D009369,glioblastoma>MESH:D005909				25092745
	urothelial cancer>MESH:D014523,Urothelial cancer>MESH:D014523,localized disease>MESH:D004828		cisplatin>MESH:D002945	lemon>2708,patients>9606	25091501
BRCA1>672,BRCA2>675			Trp2626Cys>MESH:C506274	patients>9606,patient>9606	25085752
Nemo>8517,nemo>8517					25075245
	Mental Disorders>MESH:D001523,tobacco dependence>MESH:D014029		nicotine>MESH:D009538	PARTICIPANTS>9606,patients>9606,outpatient>9606,Patients>9606	25070067
	trauma>MESH:D014947,injury>MESH:D014947,respiratory distress syndrome>MESH:D012128,pneumonia>MESH:D011014,sepsis>MESH:D018805,acute renal failure>MESH:D058186,deep vein thrombosis>MESH:D020246,pulmonary embolism>MESH:D011655,infection>MESH:D007239,decubitus ulcers>MESH:D003668,delirium>MESH:D003693			patients>9606,patient>9606	25058261
	bladder cancer>MESH:D001749,Metastatic bladder cancer>MESH:D001749,invasive urothelial carcinoma>MESH:D009361,advanced disease>MESH:D020178,Atlas Research Network bladder cancer cohort>MESH:D001749,invasive bladder tumors>MESH:D001749,tumors>MESH:D009369		Cisplatin>MESH:D002945,gemcitabine-cisplatin>MESH:C056507,tyrosine>No Data,phosphatidylinositol>MESH:D010716,rapamycin>MESH:D020123	patient>9606,mammalian>9606	25056737
				person>9606,women>9606,men>9606	25055175
	legal>MESH:D001766			participants>9606,patients>9606	25048384
PIK3>5294,FGFR1>2260,AKT>207,PTEN>5728,ERBB2>2064,JAK2>3717,RAF1>5894	breast cancers>MESH:D001943,cancers>MESH:D009369,breast cancer>MESH:D001943,malignancy>MESH:D009369,cancer>MESH:D009369,genetic abnormalities>MESH:D030342			patient>9606,patients>9606,Patients>9606	25047475
				patient>9606,Lions>9689	25046968
				human>9606,people>9606	25045831
				patients>9606,donor>9606	25038248
	purposive>MESH:D015518				25034534
	fatigue>MESH:D005221,sweetness>MESH:D016463		sucrose>MESH:D013395	participants>9606	25024507
	tumor>MESH:D009369,cancer>MESH:D009369				25016581
EGFR>1956,KRAS>3845,BRAF>673,ERBB2>2064,PIK3CA>5290	lung cancer>MESH:D008175,tumor>MESH:D009369			patients>9606	25013125
HER2>2064,CDKN2A>1029,AKT1>207,TP53>7157,JAK3>3718,TSC1>7248,NF1>4763,CDH1>999,CTNNB1>1499,FLT4>2324	intra-tumor>MESH:D009369,tumor>MESH:D009369,MPS>MESH:D009084,breast cancer>MESH:D001943,invasive ductal-lobular carcinoma>MESH:D018299,metastases>MESH:D009362,archival tumor>MESH:D009369,cancer>MESH:D009369		estrogen>MESH:D004967	PATIENT>9606,patient>9606	25009010
	AIDS>MESH:D000163				25007194
	cancer>MESH:D009369,lung cancer>MESH:D008175			patients>9606	25006221
	illness>MESH:D002908			patient>9606,patients>9606	25006149
	CMS>MESH:C536089				25006146
				patients>9606	25004647
	HIV-associated neurocognitive disorder>MESH:D020943,HIV-infected>MESH:D015658,HIV-associated neurocognitive disorders>MESH:D020943,inflammation>MESH:D007249,NIH Brain Initiative>MESH:D001930			children>9606,Human>9606	24996618
ALK>238	Occult Primary tumors>MESH:D009382,occult primary tumors>MESH:D009382,cancers>MESH:D009369			patients>9606	24994917
	glioblastoma>MESH:D005909,Glioblastoma>MESH:D005909,aggressive primary brain tumor>MESH:D001927,gliomas>MESH:D005910				24991423
	cancer>MESH:D009369			patients>9606	24990879
	cancer>MESH:D009369,advanced solid tumours>MESH:D020178,tumour>MESH:D009369		deoxyribonucleic acid>MESH:D000596	patients>9606	24983367
				Human>9606,human>9606,people>9606	24983039
RICTOR>253260,KIT>3815,PIK3CA>5290,EGFR>1956,PTEN>5728,KRAS>3845,MCL1>4170,FGFR1>2260,BRCA2>675,TSC1>7248,NF1>4763,EPHA3>2042,CCND1>595,TP53>7157,RB1>5925,MLL2>8085	small cell undifferentiated lung cancer>MESH:D055752,Small cell lung cancer>MESH:D055752,SCLC>MESH:D018288,tumour>MESH:D009369			patients>9606	24978188
	Personalising pancreas cancer>MESH:D010190,pancreatic cancer>MESH:D010190,tumourogenesis and disease>MESH:D030342,pancreatic cancer makes tumour>MESH:D010190		gemcitabine>MESH:C056507,fluorouracil>MESH:D005472,leucovorin>MESH:D002955,irinotecan>MESH:C051890,oxaliplatin>MESH:C030110,nab-paclitaxel-gemcitabine>MESH:C520255		24976722
	WGS>No Data			patients>9606,child>9606	24975944
KCNH2>3757	long QT syndrome>MESH:D008133,atrioventricular block>MESH:D054537,ventricular arrhythmias>MESH:D001145,cardioverter-defibrillator implantation>MESH:D057873			infant>9606,human>9606	24973560
AC1>10141				Patient>9606,patient>9606	24973195
				participants>9606,Participants>9606,patient>9606	24965574
				participants>9606	24965501
	SE>No Data,ICD>OMIM:252500		KG>MESH:D020410	outpatient>9606,patients>9606,patient>9606	24964380
	pancreatic cancer>MESH:D010190,Pancreatic Cancer>MESH:D010190,tumor>MESH:D009369,cancer>MESH:D009369			participants>9606,patients>9606	24963353
	address obesity disparities>MESH:D009765,obesity>MESH:D009765,obesity epidemic>MESH:D009765,obesity disparities>MESH:D009765				24962967
	systemic failure>MESH:D017093			Patient>9606,patient>9606,patients>9606	24959751
	cancers>MESH:D009369,neoplasms>MESH:D009369,cancer>MESH:D009369,inter-tumour>MESH:D009369,tumours>MESH:D009369,dependencies>MESH:D000437			patients>9606	24957465
HGF>3082,c-Met>4233	cancer aggressiveness>MESH:D009369,ovarian cancer>MESH:D010051,Ovarian cancer>MESH:D010051,malignancy>MESH:D009369		MiR-193a-5p>MESH:C062048,Mir-193a-5p>MESH:C062048	patients>9606,Patients>9606	24952592
				patient>9606	24943691
	cancer>MESH:D009369,metastatic gastrointestinal cancer>MESH:D005770,death>MESH:D003643			patients>9606,patient>9606,Participants>9606,participants>9606	24932593
	heart failure>MESH:D006333,Heart failure>MESH:D006333				24929535
	chronic disease>MESH:D002908,heart failure>MESH:D006333,hypertension>MESH:D006973,CD>MESH:D006223			patients>9606,patient>9606,participants>9606,Participants>9606,person>9606	24926413
	Trauma Fellowship business curriculum>MESH:D014947,trauma fellowship>MESH:D014947,trauma>MESH:D014947,ROC Trauma Fellowship business curriculum>MESH:D014947				24918829
	tumor>MESH:D009369				24904755
	cancer>MESH:D009369,leukemia>MESH:D007938			patient>9606	24898935
	neuroleptospirosis>No Data,immunodeficiency>MESH:D007153,fever>MESH:D005334,headache>MESH:D006261,hydrocephalus>MESH:D006849,status epilepticus>MESH:D013226,coma>MESH:D003128,leptospira infection>MESH:D007239,leptospirosis>MESH:D007922,Leptospira santarosai infection>MESH:D007239			boy>9606,patient>9606	24896819
				patient>9606	24896574
				H1N1>114727	24896305
			alcohol>MESH:D000431	Patient>9606	24895048
MRE11A>4361,RAD50>10111,NBN>4683,MRE11A-RAD50-Nibrin>4361,BRCA1>672,BRCA2>675,ATM>472,CHEK2>11200	breast cancer>MESH:D001943,Breast Cancer>MESH:D001943,genetic instability disorders>MESH:D030342		Re>MESH:D012211		24894818
				human>9606	24894505
	coronary artery disease>MESH:D003324,Coronary artery disease>MESH:D003324,chronic disease>MESH:D002908			patients>9606	24887520
epithelial cell adhesion molecule>4072,EpCAM>4072,CD45>5788,vimentin>7431,EGFR>1956,KRAS>3845,BRAF>673	tumor>MESH:D009369,cancer>MESH:D009369,lung cancer>MESH:D008175			patients>9606	24886394
NRAS>4893	tumours>MESH:D009369,MPS>MESH:D009084,Cancer>MESH:D009369,cancer>MESH:D009369,Illumina TruSeq Amplicon Cancer>MESH:D009369,melanoma>MESH:D008545		formalin>MESH:D005557,paraffin>MESH:D010232	patients>9606,patient>9606	24885028
anaplastic lymphoma kinase>238,ALK>238,ROS1>6098,PDGFRbeta>5159	myofibroblastic tumors>MESH:D009369,tumor>MESH:D009369,neoplasm>MESH:D009369,tumors>MESH:D009369,PDGFRbeta fusions>MESH:D007714		crizotinib>MESH:C551994	children>9606,boy>9606,patients>9606	24875859
	obesity>MESH:D009765,obesity epidemic>MESH:D009765				24872979
	tumours>MESH:D009369,tumour>MESH:D009369			patient>9606	24871328
EGFR>1956,mTOR>2475,KRAS>3845,TP53>7157,ARID1A>8289,IDH1/2>3417;3418,PBRM1>55193,BAP1>8314,PIK3CA>5290,SMARCB1>6598,NRAS>4893,BRAF>673	cholangiocarcinomas>MESH:D018281,biliary cancers>MESH:D001661,intrahepatic cholangiocarcinomas>MESH:C535533,extrahepatic cholangiocarcinomas>MESH:D018281,gallbladder carcinomas>MESH:D005706,cancers>MESH:D009369,tumour>MESH:D009369		tyrosine>No Data		24867389
	mental disorders>MESH:D001523,particular major depression>MESH:D003865,explosive disorder>MESH:D007174,anxiety>MESH:D001008,mood>MESH:D019964,disruptive behavior>MESH:D019958,substance disorder>MESH:D019966,multiple disorders>MESH:D009105			PARTICIPANTS>9606	24865195
mCHAT>12647	autism>MESH:D001321,epilepsy>MESH:D004827,cognitive impairment>MESH:D003072,developmental delay>MESH:D002658,Autism>MESH:D001321,psychiatric concerns>MESH:D001523			children>9606,patients>9606,child>9606	24861272
	incontinence>MESH:D014549,overactive bladder>MESH:D053201,multiple sclerosis>MESH:D009103,OAB>MESH:D053201,urinary incontinence>MESH:D014549		PGI-S>MESH:D011464,PGI>MESH:D011464	women>9606,patients>9606,patient>9606,Patients>9606	24859795
	gastric cancer>MESH:D013274,Gastric cancer>MESH:D013274,cancer>MESH:D009369,tumor>MESH:D009369			patient>9606	24858418
EGFR>1956,ALK>238,KRAS>3845,ROS1>6098,RET>5979,BRAF>673,ERBB2>2064,NTRK1>4914	non-small cell lung cancer>MESH:D002289,cancer>MESH:D009369,Non-small cell lung cancer>MESH:D002289,NSCLC>MESH:D002289,lung cancer>MESH:D008175,tumor>MESH:D009369		tyrosine>No Data,gefitinib>MESH:C419708,erlotinib>MESH:C400278,afatinib>MESH:C522924,crizotinib>MESH:C551994	patients>9606	24857124
	bladder cancer>MESH:D001749,Bladder cancer>MESH:D001749,urothelial carcinoma of the bladder>MESH:D001749		cisplatin>MESH:D002945	patients>9606	24857102
	sarcoma>MESH:D012509,sarcomas>MESH:D012509,gastrointestinal stromal tumors>MESH:D046152,malignancies>MESH:D009369		imatinib>MESH:C097613	patient>9606	24857084
	cancer>MESH:D009369,Melanoma>MESH:D008545,tumor>MESH:D009369			patients>9606,patient>9606	24857061
HER2>2064	Ovarian cancer>MESH:D010051,tumors>MESH:D009369,epithelial ovarian cancer>MESH:D010051,serous carcinomas>MESH:D018284,breast and gastric cancers>MESH:D001943,ovarian cancer>MESH:D010051,tumor>MESH:D009369,cancers>MESH:D009369,Cancer>MESH:D009369		PhD>MESH:C411141,Don>MESH:C106766	patients>9606	24857054
				participants>9606	24854226
	alarm fatigue>MESH:D005221,fatigue>MESH:D005221			patient>9606,patients>9606	24847936
KRAS>3845,EGFR>1956,ALK>238,ERBB2>2064,HER2>2064,BRAF>673,PIK3CA>5290,MEK1, 1>5604,AKT1>207	lung cancers>MESH:D008175,cancer>MESH:D009369,lung adenocarcinomas>MESH:C538231,adenocarcinomas of the lung>MESH:C538231,metastatic lung adenocarcinomas>MESH:C538231,tumors>MESH:D009369,Tumors>MESH:D009369			patients>9606,PARTICIPANTS>9606	24846037
	WGS>No Data			participants>9606,people>9606	24845082
TOP2A>7153,ERCC1>2067,PGP>283871	gastric cancer>MESH:D013274,gastric adenocarcinoma>MESH:D013274,MP>MESH:C535959,TS>MESH:D005879		epirubicin>MESH:D015251,cisplatin>MESH:D002945,5-fluorouracil>MESH:D005472	patients>9606	24844210
				participant>9606,participants>9606	24842076
	water scarcity>MESH:D014869,collaborative>No Data			Guanacaste>54878	24838415
				patient>9606,patients>9606	24837713
	cancers>MESH:D009369,tumours>MESH:D009369,cancer>MESH:D009369,prostate carcinomas>MESH:D011471,tumour>MESH:D009369		ITH>MESH:C492670	patient>9606,patients>9606,PATIENT>9606	24836153
EGFR>1956,ERBB2>2064,TP53>7157,p53>7157	Li-Fraumeni syndrome>MESH:D016864,metastatic lung adenocarcinoma>MESH:C538231,advanced lung adenocarcinoma>MESH:C538231,genomic>MESH:D042822,cancer>MESH:D009369,tumor>MESH:D009369,adenocarcinoma>MESH:D000230		afatinib>MESH:C522924	patient>9606,woman>9606	24835218
TP53>7157,PI3>5266	cancer>MESH:D009369,tumors>MESH:D009369,solid tumors>MESH:D009369,glioblastoma>MESH:D005909,breast cancer>MESH:D001943,ovarian>MESH:D010049,endometrial cancers>MESH:D016889,colon cancer>MESH:D015179,lung squamous cell carcinoma>MESH:D002294,cancers>MESH:D009369			patient>9606	24833724
RAF>22882,ARAF>369,A-Raf>369,Raf>22882	Langerhans cell histiocytosis>MESH:D006646,melanoma>MESH:D008545		vemurafenib>MESH:C551177	child>9606	24832939
BRAF>673,HRAS>3265,KRAS>3845,NRAS>4893,PAX8>7849,RET>5979,PTC>5979,PPARG>5468	follicular cell thyroid cancer>MESH:C572845,malignant thyroid lesions>MESH:D013959,tumors>MESH:D009369,primary malignant lesions>MESH:D001932,papillary carcinomas>MESH:D002291,follicular carcinomas>MESH:C572845,adenomas>MESH:D000236,nonneoplastic lesion>MESH:D007674				24830619
EGFR>1956,KRAS>3845,PIK3CA>5290,ALK>238,p53>7157,RB1>5925,TERT>7015,CBL>867,GNAS>2778,MYCL1>4610	Small-cell lung cancers>MESH:D055752,small-cell lung cancers>MESH:D055752,SCLC>MESH:D018288,lung carcinomas>MESH:D008175,RB loss>MESH:D012175		erlotinib>MESH:C400278	patients>9606	24828667
				patient>9606,patients>9606	24820956
				participants>9606,participant>9606	24814192
BRAF>673,KRAS>3845,HRAS>3265,NRAS>4893,PAX8>7849,PPARG>5468,RET>5979,PTC>5979	cancers>MESH:D009369,carcinomas>MESH:D002277,papillary carcinoma>MESH:D002291,adenomas>MESH:D000236,papillary microcarcinoma>MESH:C563277,thyroid cancer>MESH:D013964,malignancy efficiently>MESH:D009369,thyroid cancers>MESH:D013964			patients>9606	24811481
	follicular lymphoma>MESH:D008224,multiple myeloma>MESH:D009101,tumors>MESH:D009369,tumor>MESH:D009369,Follicular lymphoma>MESH:D008224				24811163
	asthma>MESH:D001249			PATIENTS>9606,patients>9606	24809759
interleukin-10>3586,IL-10>3586,low-density lipoprotein receptor-related protein 1>4035,LRP1>4035,angiotensin-converting enzyme>1636,matrix metalloproteinase 9>4318,MMP-9>4318	abdominal aortic aneurysms>MESH:D017544,rupture>MESH:D012421,aggressiveness>MESH:D001523		angiotensin>MESH:D000809,methyl-tetrahydrofolate>MESH:D013763,methyltetrahydrofolate>MESH:C005984	patients>9606	24801553
AKT>207	cancer>MESH:D009369,tumor>MESH:D009369,breast carcinoma>MESH:D001943,head and neck cancers>MESH:D006258,melanoma>MESH:D008545		phosphatidylinositol>MESH:D010716	patients>9606,PATIENTS>9606	24797823
				patients>9606	24797645
	deploys Joseph>MESH:D017827				24797610
March 1>55016	fall-injury>MESH:C537863,fall injuries>MESH:C537863			patient>9606	24789937
				Participants>9606	24789482
				patients>9606	24783669
	tumor>MESH:D009369,tumors>MESH:D009369,ovarian and prostate cancer>MESH:D010051,cancer>MESH:D009369		deoxyribonucleic acid>MESH:D000596	Patients>9606,patients>9606	24782778
	non-small cell lung cancer>MESH:D002289,NSCLC>MESH:D002289			patients>9606,person>9606	24775804
prostate-specific antigen (PSA)>354	resistant prostate cancer>MESH:D011471,cancer>MESH:D009369,toxicity>MESH:D064420,Toxicity>MESH:D064420,asthenia>MESH:D001247,fatigue>MESH:D005221,seizure>MESH:D012640,prostate cancer>MESH:D011471,tumor>MESH:D009369		enzalutamide>MESH:C540278,cabazitaxel>MESH:C552428,abiraterone>MESH:C089740,prednisone>MESH:D011241,Enzalutamide>MESH:C540278,androgen>MESH:D000728,docetaxel>MESH:C067311	patients>9606,men>9606,patient>9606	24775726
tumor-suppressor>7248	head and neck squamous cell carcinoma>MESH:C535575,neck squamous cell carcinoma>MESH:C535575,HPV infection>MESH:D007239,tumors>MESH:D009369,HPV infection status>MESH:D013226		tyrosine>No Data,HPV(+)>MESH:D053918	human papilloma virus>10566,HPV16>333760	24767105
PIK3CA>5290,phosphatidylinositide 3-kinase>5293,PIK3CB>5291,PIK3CD>5293,PIK3CG>5294,Akt>207	multiple myeloma>MESH:D009101,myeloma>MESH:D009101,MM cell death>MESH:D003643		TGX-221>MESH:C504718,CAY10505>MESH:C472966		24766330
				Child>9606,child>9606,children>9606,human>9606	24757747
	cancer>MESH:D009369,cancers>MESH:D009369,tumor>MESH:D009369,A cancer>MESH:D009369		sulfate>MESH:D013431,disaccharide>MESH:D004187,heparin>MESH:D006493	human>9606	24755488
BRAF>673,NRAS>4893,KIT>3815,GNAQ>2776,GNA11>2767,TP53>7157,COL1A1>1277,PPP6C>5537,KALRN>8997,PIK3R4>30849,TRPM6>140803,GUCY2C>2984,PRKAA2>5563,ALK>238,STK31>56164,DGKI>9162,RAC1>5879,EPHA4>2043,ADAMTS18>170692,EPHA7>2045,ERBB4>2066,TAF1L>138474,NF1>4763,SYK>6850,KDR>3791	melanomas>MESH:D008545,melanoma NGS>MESH:D008545,tumor>MESH:D009369,Melanomas>MESH:D008545,Tumors>MESH:D009369,cancer>MESH:D009369,melanoma>MESH:D008545		Q61>MESH:C117212,V559>MESH:C488478,D816>MESH:C500603,guanine nucleotide>MESH:D006150		24755198
