FIPS,State,"County, State",2010 Food Insecurity Rate, Number of Food Insecure Persons in 2010 ,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2010 Child food insecurity rate, Number of Food Insecure Children in 2010  ,% food insecure children in HH w/ HH incomes below 185 FPL,% of food insecure children in HH w/ HH incomes above 185 FPL, 2010 Cost Per Meal , 2010 Weighted Annual Food Budget Shortfall ,
51047,VA,"Culpeper County, Virginia",10.7%," 4,920 ",130.0%,SNAP,185.0%,Other Nutrition Program,29.6%,26.0%,44.5%,15.1%," 1,730 ",55%,45%, $2.44 ," $2,066,380 ",
51049,VA,"Cumberland County, Virginia",15.7%," 1,540 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.7%,24.8%,24.4%,17.3%, 400 ,100%,0%, $2.63 ," $697,160 ",
51051,VA,"Dickenson County, Virginia",13.3%," 2,120 ",130.0%,SNAP,185.0%,Other Nutrition Program,60.5%,39.5%,0.0%,24.8%, 840 ,74%,26%, $2.39 ," $872,150 ",
51053,VA,"Dinwiddie County, Virginia",14.3%," 3,930 ",130.0%,SNAP,185.0%,Other Nutrition Program,37.4%,20.3%,42.3%,14.8%, 940 ,69%,31%, $2.58 ," $1,745,290 ",
51057,VA,"Essex County, Virginia",15.0%," 1,630 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.1%,22.7%,47.1%,12.8%, 290 ,78%,22%, $2.42 ," $678,980 ",
51059,VA,"Fairfax County, Virginia",6.6%," 69,140 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.5%,19.6%,52.8%,12.4%," 31,370 ",35%,65%, $3.06 ," $36,417,190 ",
51061,VA,"Fauquier County, Virginia",7.8%," 5,050 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.7%,24.3%,48.0%,13.3%," 2,200 ",44%,56%, $3.17 ," $2,755,540 ",
51063,VA,"Floyd County, Virginia",11.4%," 1,710 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.5%,29.7%,21.8%,21.6%, 710 ,59%,41%, $2.79 ," $821,210 ",
51065,VA,"Fluvanna County, Virginia",9.7%," 2,470 ",130.0%,SNAP,185.0%,Other Nutrition Program,28.8%,11.9%,59.3%,14.0%, 820 ,41%,59%, $2.89 ," $1,228,710 ",
51067,VA,"Franklin County, Virginia",12.1%," 6,660 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.1%,31.8%,22.1%,20.4%," 2,320 ",76%,24%, $2.51 ," $2,877,420 ",
51069,VA,"Frederick County, Virginia",9.2%," 6,970 ",130.0%,SNAP,185.0%,Other Nutrition Program,32.5%,27.1%,40.4%,16.9%," 3,240 ",48%,52%, $2.45 ," $2,939,370 ",
51071,VA,"Giles County, Virginia",12.6%," 2,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.5%,27.6%,25.9%,21.0%, 780 ,57%,43%, $2.44 ," $915,590 ",
51073,VA,"Gloucester County, Virginia",10.0%," 3,650 ",130.0%,SNAP,185.0%,Other Nutrition Program,32.9%,21.1%,45.9%,16.1%," 1,330 ",49%,51%, $2.55 ," $1,602,100 ",
51075,VA,"Goochland County, Virginia",11.3%," 2,400 ",130.0%,SNAP,185.0%,Other Nutrition Program,20.5%,9.9%,69.6%,12.8%, 510 ,39%,61%, $2.78 ," $1,148,450 ",
51077,VA,"Grayson County, Virginia",14.5%," 2,300 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.7%,29.5%,18.8%,24.1%, 740 ,56%,44%, $2.43 ," $962,030 ",
51079,VA,"Greene County, Virginia",9.1%," 1,650 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.6%,36.2%,19.2%,15.0%, 680 ,75%,25%, $2.48 ," $704,350 ",
51081,VA,"Greensville County, Virginia",20.0%," 2,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.6%,9.4%,51.0%,17.4%, 360 ,97%,3%, $2.66 ," $1,117,190 ",
51083,VA,"Halifax County, Virginia",19.8%," 7,200 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.0%,24.1%,23.0%,21.4%," 1,710 ",92%,8%, $2.44 ," $3,023,970 ",
51085,VA,"Hanover County, Virginia",8.6%," 8,490 ",130.0%,SNAP,185.0%,Other Nutrition Program,19.4%,17.0%,63.6%,13.3%," 3,340 ",30%,70%, $2.64 ," $3,858,040 ",
51087,VA,"Henrico County, Virginia",12.5%," 37,610 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.5%,15.4%,51.0%,13.9%," 10,090 ",65%,36%, $2.54 ," $16,443,440 ",
51089,VA,"Henry County, Virginia",18.3%," 10,040 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.6%,28.6%,21.8%,25.1%," 2,810 ",82%,18%, $2.42 ," $4,182,200 ",
51091,VA,"Highland County, Virginia",10.1%, 240 ,130.0%,SNAP,185.0%,Other Nutrition Program,36.9%,21.6%,41.5%,17.9%, 60 ,45%,55%, $2.61 ," $107,820 ",
51093,VA,"Isle of Wight County, Virginia",12.0%," 4,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,31.4%,25.9%,42.8%,14.4%," 1,150 ",66%,34%, $2.81 ," $2,021,800 ",
51095,VA,"James City County, Virginia",9.1%," 5,830 ",130.0%,SNAP,185.0%,Other Nutrition Program,26.7%,20.7%,52.6%,14.1%," 1,980 ",47%,54%, $3.24 ," $3,251,390 ",
51097,VA,"King and Queen County, Virginia",15.3%," 1,060 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.4%,19.0%,35.6%,17.9%, 260 ,70%,30%, $2.53 ," $461,620 ",
51099,VA,"King George County, Virginia",11.2%," 2,550 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.1%,13.1%,59.8%,15.5%, 980 ,44%,56%, $2.67 ," $1,171,940 ",
51101,VA,"King William County, Virginia",11.1%," 1,720 ",130.0%,SNAP,185.0%,Other Nutrition Program,29.4%,20.4%,50.2%,15.2%, 590 ,56%,44%, $2.67 ," $790,490 ",
51103,VA,"Lancaster County, Virginia",14.8%," 1,690 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.7%,22.9%,43.4%,16.1%, 290 ,96%,4%, $2.49 ," $724,340 ",
51105,VA,"Lee County, Virginia",13.7%," 3,490 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.2%,31.1%,15.7%,23.8%," 1,220 ",67%,33%, $2.38 ," $1,429,740 ",
51107,VA,"Loudoun County, Virginia",5.8%," 17,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,18.8%,14.3%,66.9%,11.4%," 10,000 ",20%,80%, $2.84 ," $8,325,080 ",
51109,VA,"Louisa County, Virginia",12.4%," 4,000 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.0%,23.3%,38.7%,15.4%," 1,090 ",63%,37%, $2.49 ," $1,714,410 ",
51111,VA,"Lunenburg County, Virginia",17.6%," 2,280 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.9%,30.7%,21.4%,19.1%, 480 ,100%,0%, $2.48 ," $973,290 ",
51113,VA,"Madison County, Virginia",11.0%," 1,470 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.4%,21.5%,40.1%,17.3%, 510 ,57%,43%, $2.71 ," $685,710 ",
51115,VA,"Mathews County, Virginia",9.8%, 880 ,130.0%,SNAP,185.0%,Other Nutrition Program,41.0%,33.6%,25.4%,15.7%, 270 ,60%,40%, $2.89 ," $437,760 ",
51117,VA,"Mecklenburg County, Virginia",19.4%," 6,340 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.4%,20.1%,29.6%,20.6%," 1,320 ",89%,12%, $2.46 ," $2,684,600 ",
51119,VA,"Middlesex County, Virginia",12.2%," 1,320 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.8%,25.1%,39.1%,15.7%, 270 ,87%,13%, $2.74 ," $622,560 ",
51121,VA,"Montgomery County, Virginia",13.5%," 12,500 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.8%,17.5%,35.7%,18.6%," 2,710 ",48%,52%, $2.78 ," $5,981,500 ",
51125,VA,"Nelson County, Virginia",11.2%," 1,670 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.8%,24.0%,32.3%,15.8%, 450 ,64%,36%, $2.73 ," $784,760 ",
51127,VA,"New Kent County, Virginia",10.2%," 1,800 ",130.0%,SNAP,185.0%,Other Nutrition Program,18.7%,19.5%,61.8%,13.0%, 520 ,45%,55%, $2.79 ," $864,440 ",
51131,VA,"Northampton County, Virginia",17.0%," 2,140 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.3%,19.4%,26.3%,16.8%, 430 ,100%,0%, $2.63 ," $968,780 ",
51133,VA,"Northumberland County, Virginia",14.2%," 1,770 ",130.0%,SNAP,185.0%,Other Nutrition Program,34.6%,27.5%,37.9%,16.3%, 340 ,94%,6%, $2.70 ," $822,610 ",
51135,VA,"Nottoway County, Virginia",17.0%," 2,690 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.5%,20.5%,28.0%,18.0%, 560 ,100%,0%, $2.42 ," $1,120,530 ",
51137,VA,"Orange County, Virginia",11.4%," 3,730 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.5%,24.9%,39.6%,16.4%," 1,230 ",61%,39%, $2.79 ," $1,791,300 ",
51139,VA,"Page County, Virginia",13.8%," 3,320 ",130.0%,SNAP,185.0%,Other Nutrition Program,43.5%,37.1%,19.4%,23.8%," 1,240 ",65%,35%, $2.43 ," $1,388,670 ",
51141,VA,"Patrick County, Virginia",14.5%," 2,700 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.4%,28.6%,27.0%,23.6%, 840 ,72%,28%, $2.44 ," $1,133,990 ",
51143,VA,"Pittsylvania County, Virginia",16.0%," 10,070 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.1%,21.4%,34.5%,20.7%," 2,810 ",67%,33%, $2.61 ," $4,524,030 ",
51145,VA,"Powhatan County, Virginia",10.0%," 2,770 ",130.0%,SNAP,185.0%,Other Nutrition Program,15.3%,15.5%,69.2%,13.4%, 820 ,33%,67%, $2.76 ," $1,315,970 ",
51147,VA,"Prince Edward County, Virginia",17.6%," 3,990 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.6%,19.0%,39.4%,16.7%, 670 ,85%,15%, $2.42 ," $1,662,050 ",
51149,VA,"Prince George County, Virginia",12.4%," 4,370 ",130.0%,SNAP,185.0%,Other Nutrition Program,22.9%,15.6%,61.5%,12.6%," 1,000 ",71%,29%, $2.23 ," $1,677,420 ",
51153,VA,"Prince William County, Virginia",8.4%," 31,940 ",130.0%,SNAP,185.0%,Other Nutrition Program,25.2%,22.1%,52.7%,12.6%," 13,740 ",47%,54%, $2.60 ," $14,294,330 ",
51155,VA,"Pulaski County, Virginia",13.1%," 4,590 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.3%,25.6%,26.2%,21.6%," 1,450 ",65%,36%, $2.43 ," $1,919,880 ",
51157,VA,"Rappahannock County, Virginia",9.3%, 690 ,130.0%,SNAP,185.0%,Other Nutrition Program,40.4%,19.7%,39.8%,15.6%, 230 ,43%,57%, $2.53 ," $300,490 ",
51159,VA,"Richmond County, Virginia",14.3%," 1,330 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.1%,14.0%,52.9%,14.4%, 230 ,57%,43%, $2.60 ," $595,220 ",
51161,VA,"Roanoke County, Virginia",8.3%," 7,630 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.2%,22.3%,50.5%,14.4%," 2,890 ",45%,55%, $2.65 ," $3,480,380 ",
51163,VA,"Rockbridge County, Virginia",10.6%," 2,360 ",130.0%,SNAP,185.0%,Other Nutrition Program,46.3%,34.7%,18.9%,18.7%, 820 ,67%,33%, $2.44 ," $991,190 ",
51165,VA,"Rockingham County, Virginia",9.1%," 6,840 ",130.0%,SNAP,185.0%,Other Nutrition Program,42.5%,33.9%,23.6%,17.5%," 3,120 ",61%,39%, $2.49 ," $2,931,640 ",
51167,VA,"Russell County, Virginia",14.0%," 4,030 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.3%,34.5%,15.2%,22.9%," 1,350 ",67%,33%, $2.41 ," $1,671,770 ",
51169,VA,"Scott County, Virginia",13.7%," 3,190 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.0%,31.0%,18.0%,22.3%," 1,020 ",68%,32%, $2.53 ," $1,389,210 ",
51171,VA,"Shenandoah County, Virginia",10.2%," 4,240 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.3%,29.0%,30.7%,17.9%," 1,610 ",55%,46%, $2.50 ," $1,824,570 ",
51173,VA,"Smyth County, Virginia",14.7%," 4,750 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.3%,28.8%,20.8%,26.4%," 1,790 ",67%,34%, $2.41 ," $1,970,450 ",
51175,VA,"Southampton County, Virginia",17.4%," 3,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.8%,14.3%,44.9%,18.1%, 710 ,77%,23%, $2.60 ," $1,441,070 ",
51177,VA,"Spotsylvania County, Virginia",9.3%," 11,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,30.3%,19.7%,49.9%,13.7%," 4,680 ",49%,51%, $2.47 ," $4,770,300 ",
51179,VA,"Stafford County, Virginia",8.3%," 10,380 ",130.0%,SNAP,185.0%,Other Nutrition Program,18.2%,14.2%,67.7%,11.5%," 4,210 ",31%,69%, $2.80 ," $5,002,780 ",
51181,VA,"Surry County, Virginia",15.0%," 1,060 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.1%,18.0%,43.0%,10.1%, 160 ,100%,0%, $2.76 ," $503,580 ",
51183,VA,"Sussex County, Virginia",21.6%," 2,630 ",130.0%,SNAP,185.0%,Other Nutrition Program,45.0%,16.7%,38.3%,17.4%, 370 ,100%,0%, $2.77 ," $1,253,980 ",
51185,VA,"Tazewell County, Virginia",11.8%," 5,290 ",130.0%,SNAP,185.0%,Other Nutrition Program,55.3%,32.1%,12.6%,21.1%," 1,930 ",67%,33%, $2.36 ," $2,148,940 ",
51187,VA,"Warren County, Virginia",9.8%," 3,650 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.7%,26.9%,37.4%,17.0%," 1,540 ",51%,49%, $2.59 ," $1,627,230 ",
51191,VA,"Washington County, Virginia",12.3%," 6,680 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.7%,29.1%,21.2%,21.9%," 2,280 ",62%,38%, $2.37 ," $2,725,090 ",
51193,VA,"Westmoreland County, Virginia",13.3%," 2,290 ",130.0%,SNAP,185.0%,Other Nutrition Program,40.1%,17.3%,42.6%,13.5%, 470 ,78%,22%, $2.68 ," $1,056,390 ",
51195,VA,"Wise County, Virginia",13.1%," 5,450 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.7%,32.0%,11.3%,24.0%," 2,030 ",76%,24%, $2.40 ," $2,251,460 ",
51197,VA,"Wythe County, Virginia",13.4%," 3,890 ",130.0%,SNAP,185.0%,Other Nutrition Program,50.4%,28.6%,21.0%,23.6%," 1,380 ",69%,31%, $2.47 ," $1,653,870 ",
51199,VA,"York County, Virginia",8.3%," 5,350 ",130.0%,SNAP,185.0%,Other Nutrition Program,19.9%,16.0%,64.0%,12.0%," 2,040 ",36%,64%, $2.60 ," $2,394,320 ",
51510,VA,"Alexandria city, Virginia",9.0%," 12,090 ",130.0%,SNAP,185.0%,Other Nutrition Program,33.5%,17.7%,48.8%,12.9%," 2,890 ",62%,38%, $3.23 ," $6,721,780 ",
51515,VA,"Bedford city, Virginia",15.8%, 970 ,130.0%,SNAP,185.0%,Other Nutrition Program,54.2%,23.7%,22.1%,23.1%, 350 ,82%,18%, $2.62 ," $437,450 ",
51520,VA,"Bristol city, Virginia",15.7%," 2,790 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.1%,25.2%,17.7%,28.3%," 1,030 ",73%,27%, $2.51 ," $1,205,410 ",
51530,VA,"Buena Vista city, Virginia",14.7%, 980 ,130.0%,SNAP,185.0%,Other Nutrition Program,49.5%,29.5%,21.0%,25.1%, 360 ,69%,31%, $2.68 ," $452,080 ",
51540,VA,"Charlottesville city, Virginia",16.1%," 6,790 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.5%,15.9%,29.6%,16.3%," 1,040 ",85%,16%, $3.18 ," $3,716,660 ",
51550,VA,"Chesapeake city, Virginia",11.9%," 26,100 ",130.0%,SNAP,185.0%,Other Nutrition Program,25.5%,17.9%,56.6%,12.4%," 7,060 ",58%,42%, $2.48 ," $11,141,610 ",
51570,VA,"Colonial Heights city, Virginia",11.0%," 1,910 ",130.0%,SNAP,185.0%,Other Nutrition Program,26.3%,27.9%,45.7%,15.9%, 600 ,50%,50%, $2.34 ," $769,320 ",
51580,VA,"Covington city, Virginia",15.9%, 950 ,130.0%,SNAP,185.0%,Other Nutrition Program,44.8%,22.7%,32.5%,25.4%, 330 ,55%,45%, $2.44 ," $399,000 ",
51590,VA,"Danville city, Virginia",23.3%," 10,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,56.3%,18.4%,25.3%,24.1%," 2,210 ",98%,2%, $2.26 ," $3,975,710 ",
51595,VA,"Emporia city, Virginia",25.3%," 1,470 ",130.0%,SNAP,185.0%,Other Nutrition Program,63.9%,15.9%,20.1%,22.3%, 310 ,100%,0%, $2.42 ," $612,330 ",
51600,VA,"Fairfax city, Virginia",6.7%," 1,480 ",130.0%,SNAP,185.0%,Other Nutrition Program,23.3%,15.8%,60.9%,13.7%, 600 ,25%,75%, $3.29 ," $838,130 ",
51610,VA,"Falls Church city, Virginia",7.1%, 820 ,130.0%,SNAP,185.0%,Other Nutrition Program,21.2%,12.2%,66.5%,12.0%, 330 ,19%,81%, $3.86 ," $544,820 ",
51620,VA,"Franklin city, Virginia",22.8%," 1,950 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.8%,16.9%,31.3%,21.0%, 420 ,100%,0%, $2.44 ," $818,990 ",
51630,VA,"Fredericksburg city, Virginia",15.6%," 3,650 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.1%,19.5%,39.4%,19.1%, 860 ,79%,21%, $2.70 ," $1,696,340 ",
51640,VA,"Galax city, Virginia",17.5%," 1,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,60.6%,24.0%,15.4%,32.3%, 360 ,64%,36%, $2.37 ," $497,700 ",
51650,VA,"Hampton city, Virginia",16.9%," 23,440 ",130.0%,SNAP,185.0%,Other Nutrition Program,36.0%,15.0%,49.0%,14.0%," 4,470 ",89%,11%, $2.46 ," $9,925,410 ",
51660,VA,"Harrisonburg city, Virginia",15.9%," 7,550 ",130.0%,SNAP,185.0%,Other Nutrition Program,53.1%,21.0%,25.9%,20.3%," 1,390 ",77%,24%, $2.49 ," $3,235,950 ",
51670,VA,"Hopewell city, Virginia",19.1%," 4,290 ",130.0%,SNAP,185.0%,Other Nutrition Program,51.3%,22.7%,26.0%,21.6%," 1,160 ",100%,0%, $2.65 ," $1,956,860 ",
51678,VA,"Lexington city, Virginia",18.6%," 1,300 ",130.0%,SNAP,185.0%,Other Nutrition Program,38.7%,6.6%,54.7%,27.5%, 220 ,56%,44%, $2.87 ," $642,220 ",
51680,VA,"Lynchburg city, Virginia",17.3%," 12,760 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.8%,17.4%,34.8%,20.7%," 2,970 ",85%,15%, $2.39 ," $5,249,330 ",
51683,VA,"Manassas city, Virginia",10.5%," 3,770 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.9%,31.2%,26.9%,20.3%," 2,040 ",58%,42%, $2.69 ," $1,745,620 ",
51685,VA,"Manassas Park city, Virginia",7.9%," 1,050 ",130.0%,SNAP,185.0%,Other Nutrition Program,29.5%,21.1%,49.4%,16.6%, 640 ,39%,62%, $4.05 ," $731,980 ",
51690,VA,"Martinsville city, Virginia",26.4%," 3,700 ",130.0%,SNAP,185.0%,Other Nutrition Program,57.0%,16.9%,26.0%,27.9%, 850 ,96%,4%, $2.14 ," $1,362,920 ",
51700,VA,"Newport News city, Virginia",15.5%," 28,160 ",130.0%,SNAP,185.0%,Other Nutrition Program,39.1%,16.2%,44.7%,14.9%," 6,600 ",83%,17%, $2.38 ," $11,536,270 ",
51710,VA,"Norfolk city, Virginia",17.7%," 42,870 ",130.0%,SNAP,185.0%,Other Nutrition Program,44.2%,18.5%,37.2%,17.2%," 8,850 ",98%,2%, $2.43 ," $17,931,450 ",
51720,VA,"Norton city, Virginia",13.8%, 530 ,130.0%,SNAP,185.0%,Other Nutrition Program,59.7%,24.6%,15.8%,20.7%, 180 ,73%,27%, $2.56 ," $233,550 ",
51730,VA,"Petersburg city, Virginia",25.4%," 8,200 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.2%,12.6%,35.2%,18.7%," 1,290 ",100%,0%, $2.49 ," $3,514,540 ",
51735,VA,"Poquoson city, Virginia",7.3%, 880 ,130.0%,SNAP,185.0%,Other Nutrition Program,26.6%,16.8%,56.6%,14.3%, 430 ,28%,72%, $3.00 ," $454,420 ",
51740,VA,"Portsmouth city, Virginia",18.4%," 17,820 ",130.0%,SNAP,185.0%,Other Nutrition Program,41.6%,16.8%,41.6%,16.4%," 3,750 ",97%,4%, $2.54 ," $7,791,070 ",
51750,VA,"Radford city, Virginia",17.6%," 2,870 ",130.0%,SNAP,185.0%,Other Nutrition Program,49.7%,16.3%,34.1%,20.2%, 410 ,61%,39%, $2.87 ," $1,417,810 ",
51760,VA,"Richmond city, Virginia",21.4%," 43,220 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.6%,13.5%,32.0%,20.8%," 8,020 ",98%,2%, $2.96 ," $22,020,750 ",
51770,VA,"Roanoke city, Virginia",16.9%," 16,170 ",130.0%,SNAP,185.0%,Other Nutrition Program,54.0%,19.7%,26.3%,21.9%," 4,490 ",85%,15%, $2.37 ," $6,596,510 ",
51775,VA,"Salem city, Virginia",10.1%," 2,480 ",130.0%,SNAP,185.0%,Other Nutrition Program,35.8%,24.7%,39.4%,15.0%, 730 ,54%,46%, $2.51 ," $1,071,470 ",
51790,VA,"Staunton city, Virginia",12.8%," 3,040 ",130.0%,SNAP,185.0%,Other Nutrition Program,47.9%,24.4%,27.7%,19.6%, 860 ,72%,28%, $2.59 ," $1,355,280 ",
51800,VA,"Suffolk city, Virginia",15.0%," 12,410 ",130.0%,SNAP,185.0%,Other Nutrition Program,34.4%,11.8%,53.9%,13.4%," 2,920 ",68%,32%, $2.63 ," $5,618,020 ",
51810,VA,"Virginia Beach city, Virginia",10.2%," 44,680 ",130.0%,SNAP,185.0%,Other Nutrition Program,27.7%,21.4%,50.9%,13.7%," 14,490 ",58%,42%, $2.63 ," $20,226,680 ",
51820,VA,"Waynesboro city, Virginia",14.1%," 2,950 ",130.0%,SNAP,185.0%,Other Nutrition Program,52.2%,21.1%,26.7%,25.8%," 1,250 ",62%,38%, $2.56 ," $1,299,920 ",
51830,VA,"Williamsburg city, Virginia",18.1%," 2,420 ",130.0%,SNAP,185.0%,Other Nutrition Program,25.4%,8.6%,66.0%,23.1%, 320 ,53%,48%, $3.42 ," $1,424,610 ",
51840,VA,"Winchester city, Virginia",12.3%," 3,180 ",130.0%,SNAP,185.0%,Other Nutrition Program,48.0%,30.3%,21.7%,21.3%," 1,150 ",63%,37%, $2.63 ," $1,439,590 ",
53001,WA,"Adams County, Washington",15.3%," 2,730 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",100.0%,N/A,0.0%,31.9%," 1,890 ",80%,20%, $2.36 ," $1,109,000 ",
53003,WA,"Asotin County, Washington",14.8%," 3,170 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",75.0%,N/A,25.0%,24.1%," 1,090 ",75%,25%, $2.29 ," $1,249,540 ",
53005,WA,"Benton County, Washington",12.7%," 21,140 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",68.5%,N/A,31.5%,22.4%," 10,070 ",63%,37%, $2.47 ," $8,987,890 ",
53007,WA,"Chelan County, Washington",12.9%," 9,190 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",78.5%,N/A,21.5%,23.4%," 4,150 ",67%,33%, $2.76 ," $4,365,960 ",
53009,WA,"Clallam County, Washington",16.0%," 11,300 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",69.5%,N/A,30.5%,25.4%," 3,280 ",69%,31%, $2.54 ," $4,940,460 ",
53011,WA,"Clark County, Washington",17.2%," 71,210 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",58.1%,N/A,41.9%,25.4%," 27,860 ",57%,43%, $2.61 ," $31,991,690 ",
53013,WA,"Columbia County, Washington",17.0%, 670 ,200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",77.1%,N/A,22.9%,25.7%, 200 ,83%,17%, $2.54 ," $292,930 ",
53015,WA,"Cowlitz County, Washington",18.0%," 18,270 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",73.9%,N/A,26.1%,28.0%," 6,860 ",69%,31%, $2.62 ," $8,239,400 ",
53017,WA,"Douglas County, Washington",13.3%," 4,930 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",91.8%,N/A,8.2%,25.0%," 2,510 ",79%,21%, $2.33 ," $1,977,240 ",
53019,WA,"Ferry County, Washington",20.5%," 1,540 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",82.3%,N/A,17.7%,29.4%, 490 ,72%,28%, $2.56 ," $678,600 ",
53021,WA,"Franklin County, Washington",13.7%," 9,760 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",100.0%,N/A,0.0%,26.9%," 6,540 ",77%,23%, $2.43 ," $4,082,360 ",
53023,WA,"Garfield County, Washington",14.5%, 320 ,200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",74.5%,N/A,25.5%,23.7%, 100 ,83%,17%, $2.54 ," $139,910 ",
53025,WA,"Grant County, Washington",15.9%," 13,580 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",91.6%,N/A,8.4%,29.2%," 7,470 ",77%,23%, $2.53 ," $5,913,930 ",
53027,WA,"Grays Harbor County, Washington",18.3%," 13,160 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",71.7%,N/A,28.3%,28.5%," 4,450 ",72%,29%, $2.89 ," $6,546,500 ",
53029,WA,"Island County, Washington",13.7%," 10,750 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",52.0%,N/A,48.0%,21.2%," 3,500 ",54%,46%, $2.68 ," $4,959,050 ",
53031,WA,"Jefferson County, Washington",15.4%," 4,550 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",70.8%,N/A,29.2%,24.6%," 1,130 ",78%,22%, $3.34 ," $2,615,850 ",
53033,WA,"King County, Washington",14.0%," 262,640 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",51.0%,N/A,49.0%,19.7%," 78,680 ",50%,50%, $2.84 ," $128,391,080 ",
53035,WA,"Kitsap County, Washington",13.1%," 32,290 ",200.0%,"SNAP, Other Nutrition Programs",200.0%,"SNAP, Other Nutrition Programs",56.7%,N/A,43.3%,19.7%," 11,010 ",56%,44%, $2.59 ," $14,395,390 ",
